"page_url","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","locator_domain","hours_of_operation","raw_address"
"https://www.radissonhotels.com/en-us/hotels/park-inn-st-petersburg-pulkovo-airport","Park Inn by Radisson Pulkovo Airport St. Petersburg","Pulkovo Airport Terminal 1 41 Pulkovskoe Shosse, Building ZD","St. Petersburg","<MISSING>","196140","Russian Federation","LEDPQ","+7 (812) 6405500","Hotel","59.79977","30.2754536","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-liege-airport","Park Inn by Radisson Liège Airport","14 Rue De L&#039;Aeroport","Grâce-Hollogne","<MISSING>","BE-4460","Belgium","LGGPQ","+32 4 241 00 00","Hotel","50.6441574","5.465433","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-lille-grand-stade","Park Inn by Radisson Lille Grand Stade","211 Boulevard de Tournai","Villeneuve d&#039;Ascq","<MISSING>","59650","France","LILPD","+33 (0)3 20 64 40 00","Hotel","50.6133842","3.132996","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-linz","Park Inn by Radisson Linz","Hessenplatz 16-18","Linz","<MISSING>","4020","Austria","LNZPD","+43 732 777 100","Hotel","48.30051","14.2932129","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-apartments-lagos-victoria-island","Park Inn by Radisson Serviced Apartments Lagos Victoria Island","1700 Violet Yough Close","Lagos","<MISSING>","100001","Nigeria","LOSPB","+234 (1) 280 2070","Hotel","6.430477","3.429607","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-luxembourg-city","Park Inn by Radisson Luxembourg City","Avenue De La Gare 45-47","Luxembourg","<MISSING>","1611","Luxembourg","LUXPD","+352 26 89 18 1","Hotel","49.60232","6.133393","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-manchester-city-centre","Park Inn by Radisson Manchester City Centre","4 Cheetham Hill Road","Manchester","<MISSING>","M4 4EW","United Kingdom","MANPC","+ 44 (161) 832 6565","Hotel","53.48958","-2.241297","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-muscat","Park Inn by Radisson Muscat","Al Khuwair, Sultan Qaboos St","Muscat","<MISSING>","133","Oman","MCTPD","+968 (2) 4507888","Hotel","23.5942535","58.41291","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-malmo","Park Inn by Radisson Malmo","Sjomansg 2","Malmo","<MISSING>","211 19","Sweden","MMAPD","+46 (40) 6286000","Hotel","55.60978","12.9803629","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-murmansk","Park Inn by Radisson Poliarnie Zori, Murmansk","Knipovicha 17","Murmansk","<MISSING>","183039","Russian Federation","MMKPD","+7 8152 289500","Hotel","68.96001","33.07756","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-moscow-sadu","Park Inn by Radisson Sadu, Moscow","17 Bolshaya Polyanka","Moscow","<MISSING>","119180","Russian Federation","MOWPD","+7 495 644 4844","Hotel","55.7391434","37.61796","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-moscow-izmailovo","Park Inn by Radisson Izmailovo Moscow","Nikitinskaya Street 10A","Moscow","<MISSING>","105122","Russian Federation","MOWPI","+7 (499) 269 9565","Hotel","55.80023","37.7755547","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-putrajaya","Park Inn by Radisson Putrajaya","Jalan Universiti, Taman Unipark Suria","Kajang","<MISSING>","43000","Malaysia","MYSPDEC","+60 3 89111999","Hotel","2.978956","101.737663","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-nairobi-westlands","Park Inn by Radisson Nairobi Westlands","Waiyaki Way","Nairobi","<MISSING>","800","Kenya","NBOPD","+254 70 9498 000","Hotel","-1.263472","36.800396","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-nice-airport","Park Inn by Radisson Nice Airport","179 Boulevard Rene Cassin","Nice","<MISSING>","F-06200","France","NCEP1","+33 4 93 18 34 00","Hotel","43.66725","7.208662","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-novokuznetsk","Park Inn by Radisson Novokuznetsk","1A Ermakov Avenue","Novokuznetsk","<MISSING>","654007","Russian Federation","NOZPD","+7 (384) 3576555","Hotel","53.76383","87.14044","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-nuernberg","Park Inn by Radisson Nürnberg","Sandstrasse 2-8","Nuremberg","<MISSING>","90443","Germany","NUEPD","+49 911 704040","Hotel","49.4466553","11.0685616","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-neumarkt","Park Inn by Radisson Neumarkt","Nürnberger Strasse 4","Neumarkt","<MISSING>","92318","Germany","NUEPN","+49 9181 8989 0","Hotel","49.2827644","11.4570723","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-veliky-novgorod","Park Inn by Radisson Veliky Novgorod","Studencheskaya St.2","Veliky Novgorod","<MISSING>","173020","Russian Federation","NVRPD","+7 (816) 263 73 12","Hotel","58.5367126","31.29198","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-northampton","Park Inn by Radisson, Northampton Town Centre","Silver Street","Northampton","<MISSING>","NN1 2TA","United Kingdom","ORMPD","+44 1604 739 988","Hotel","52.2384567","-0.899602","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-oslo-airport-west","Park Inn by Radisson Oslo Airport Hotel West","Museumsveien 26","Gardermoen","<MISSING>","2060","Norway","OSLPA","+47 63 94 95 00","Hotel","60.1880035","11.0678463","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-oslo","Park Inn by Radisson Oslo","Øvre Slottsgate 2C","Oslo","<MISSING>","0157","Norway","OSLPD","+47 22400100","Hotel","59.9111176","10.7406492","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-oslo-airport","Park Inn by Radisson Oslo Airport","Henrik Ibsens Vei","Gardermoen","<MISSING>","2060","Norway","OSLPQ","+47 67 02 40 00","Hotel","60.1903076","11.1019688","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-novosibirsk","Park Inn by Radisson Novosibirsk","37 Dmitriya Shamshurina str.","Novosibirsk","<MISSING>","630004","Russian Federation","OVBPD","+7 383 2300880","Hotel","55.032608","82.8995743","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-gottingen","Park Inn by Radisson Gottingen","Kasseler Landstrasse 25c","Gottingen","<MISSING>","37081","Germany","PADPD","+49 (551) 270707-0","Hotel","51.5310059","9.902644","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
"https://www.radissonhotels.com/en-us/hotels/park-inn-iloilo","Park Inn by Radisson Iloilo","SM City Iloilo Complex, Benigno Aquino Jr. Avenue","Iloilo City","<MISSING>","5000","Philippines","PHLILIL","+63 33 5000001","Hotel","10.7132187","122.549644","https://www.radissonhotels.com/en-us/destination","<MISSING>","<MISSING>"
